"","Manufacturer","Sales.in.thousands","X4.year.resale.value","Popularity","MSRP"
"7779","Ford",NA,NA,5657,2000
"7780","Ford",NA,NA,5657,2000
"7781","Ford",NA,NA,5657,2000
"7782","Ferrari",NA,NA,2774,295000
"7783","Ferrari",NA,NA,2774,295000
"7784","Ferrari",NA,NA,2774,295000
"7785","Ford",NA,NA,5657,18405
"7786","Ford",NA,NA,5657,21435
"7787","Ford",NA,NA,5657,15685
"7788","Ford",NA,NA,5657,16085
"7789","Ford",NA,NA,5657,14455
"7790","Ford",NA,NA,5657,14855
"7791","Ford",NA,NA,5657,18805
"7792","Ford",NA,NA,5657,14880
"7793","Ford",NA,NA,5657,16110
"7794","Ford",NA,NA,5657,18830
"7795","Ford",NA,NA,5657,15810
"7796","Ford",NA,NA,5657,14580
"7797","Ford",NA,NA,5657,18530
"7798","Ford",NA,NA,5657,21460
"7799","Ford",NA,NA,5657,15660
"7800","Ford",NA,NA,5657,19420
"7801","Ford",NA,NA,5657,21610
"7802","Ford",NA,NA,5657,14430
"7803","Ford",NA,NA,5657,14130
"7804","Ford",NA,NA,5657,15360
"7805","Ford",NA,NA,5657,19120
"7806","Pontiac",NA,NA,210,4677
"7807","Pontiac",NA,NA,210,6175
"7808","Pontiac",NA,NA,210,8548
"7809","Pontiac",NA,NA,210,9567
"7810","Pontiac",NA,NA,210,5844
"7811","Pontiac",NA,NA,210,24035
"7812","Pontiac",NA,NA,210,25475
"7813","Pontiac",NA,NA,210,31215
"7814","Pontiac",NA,NA,210,18855
"7815","Pontiac",NA,NA,210,27145
"7816","Pontiac",NA,NA,210,32095
"7817","Pontiac",NA,NA,210,25995
"7818","Pontiac",NA,NA,210,28025
"7819","Pontiac",NA,NA,210,20050
"7820","Pontiac",NA,NA,210,26965
"7821","Honda",NA,NA,2202,36625
"7822","Honda",NA,NA,2202,36625
"7823","Honda",NA,NA,2202,15650
"7824","Honda",NA,NA,2202,17560
"7825","Honda",NA,NA,2202,19925
"7826","Honda",NA,NA,2202,20925
"7827","Honda",NA,NA,2202,16450
"7828","Honda",NA,NA,2202,18360
"7829","Honda",NA,NA,2202,21165
"7830","Honda",NA,NA,2202,20165
"7831","Honda",NA,NA,2202,16690
"7832","Honda",NA,NA,2202,18600
"7833","Honda",NA,NA,2202,17800
"7834","Honda",NA,NA,2202,15890
"7835","Honda",NA,NA,2202,20265
"7836","Honda",NA,NA,2202,16790
"7837","Honda",NA,NA,2202,21265
"7838","Honda",NA,NA,2202,17900
"7839","Honda",NA,NA,2202,15990
"7840","Honda",NA,NA,2202,18700
"7841","Ford",NA,NA,5657,24165
"7842","Ford",NA,NA,5657,23965
"7843","Ford",NA,NA,5657,26290
"7844","Ford",NA,NA,5657,22165
"7845","Ford",NA,NA,5657,28090
"7846","Ford",NA,NA,5657,25965
"7847","Ford",NA,NA,5657,24230
"7848","Ford",NA,NA,5657,22230
"7849","Ford",NA,NA,5657,28230
"7850","Ford",NA,NA,5657,24080
"7851","Ford",NA,NA,5657,26380
"7852","Ford",NA,NA,5657,26080
"7853","Ford",NA,NA,5657,28460
"7854","Ford",NA,NA,5657,24885
"7855","Ford",NA,NA,5657,23035
"7856","Ford",NA,NA,5657,26610
"7857","Toyota",NA,NA,2031,27705
"7858","Toyota",NA,NA,2031,27295
"7859","Toyota",NA,NA,2031,26115
"7860","Toyota",NA,NA,2031,27030
"7861","Toyota",NA,NA,2031,28620
"7862","Toyota",NA,NA,2031,28210
"7863","Toyota",NA,NA,2031,29270
"7864","Toyota",NA,NA,2031,27680
"7865","Toyota",NA,NA,2031,28860
"7866","Cadillac",NA,NA,1624,2000
"7867","Cadillac",NA,NA,1624,2000
"7868","Cadillac",NA,NA,1624,2158
"7869","Ford",NA,NA,5657,32100
"7870","Ford",NA,NA,5657,29100
"7871","Ford",NA,NA,5657,37700
"7872","Ford",NA,NA,5657,39650
"7873","Ford",NA,NA,5657,34050
"7874","Ford",NA,NA,5657,42400
"7875","Ford",NA,NA,5657,42600
"7876","Ford",NA,NA,5657,32300
"7877","Ford",NA,NA,5657,29600
"7878","Ford",NA,NA,5657,34250
"7879","Ford",NA,NA,5657,39750
"7880","Ford",NA,NA,5657,37800
"7881","Ford",NA,NA,5657,43030
"7882","Ford",NA,NA,5657,40180
"7883","Ford",NA,NA,5657,32730
"7884","Ford",NA,NA,5657,38230
"7885","Ford",NA,NA,5657,30025
"7886","Ford",NA,NA,5657,34680
"7887","Bentley",NA,NA,520,200500
"7888","Bentley",NA,NA,520,215800
"7889","Bentley",NA,NA,520,195100
"7890","Bentley",NA,NA,520,201000
"7891","Bentley",NA,NA,520,222300
"7892","Ford",NA,NA,5657,36120
"7893","Ford",NA,NA,5657,24370
"7894","Ford",NA,NA,5657,24425
"7895","Ford",NA,NA,5657,24775
"7896","Ford",NA,NA,5657,18460
"7897","Ford",NA,NA,5657,18960
"7898","Ford",NA,NA,5657,23170
"7899","Ford",NA,NA,5657,17170
"7900","Ford",NA,NA,5657,23670
"7901","Ford",NA,NA,5657,29170
"7902","Ford",NA,NA,5657,18515
"7903","Ford",NA,NA,5657,23725
"7904","Ford",NA,NA,5657,23225
"7905","Ford",NA,NA,5657,29170
"7906","Ford",NA,NA,5657,19015
"7907","Ford",NA,NA,5657,17225
"7908","Ford",NA,NA,5657,21675
"7909","Ford",NA,NA,5657,18175
"7910","Ford",NA,NA,5657,16775
"7911","Ford",NA,NA,5657,24075
"7912","Ford",NA,NA,5657,23575
"7913","Ford",NA,NA,5657,21175
"7914","Ford",NA,NA,5657,29120
"7915","Ford",NA,NA,5657,19765
"7916","Suzuki",NA,NA,481,16699
"7917","Suzuki",NA,NA,481,13799
"7918","Suzuki",NA,NA,481,14499
"7919","Suzuki",NA,NA,481,15099
"7920","Suzuki",NA,NA,481,15999
"7921","Suzuki",NA,NA,481,15399
"7922","Suzuki",NA,NA,481,14699
"7923","Suzuki",NA,NA,481,15799
"7924","Suzuki",NA,NA,481,16349
"7925","Suzuki",NA,NA,481,14899
"7926","Suzuki",NA,NA,481,15399
"7927","Suzuki",NA,NA,481,15099
"7928","Suzuki",NA,NA,481,16499
"7929","Suzuki",NA,NA,481,15449
"7930","Suzuki",NA,NA,481,13999
"7931","Suzuki",NA,NA,481,14349
"7932","Suzuki",NA,NA,481,16049
"7933","Suzuki",NA,NA,481,14499
"7934","Suzuki",NA,NA,481,14949
"7935","Suzuki",NA,NA,481,15999
"7936","Suzuki",NA,NA,481,16949
"7937","Suzuki",NA,NA,481,15249
"7938","Suzuki",NA,NA,481,15849
"7939","Suzuki",NA,NA,481,15599
"7940","Suzuki",NA,NA,481,15589
"7941","Suzuki",NA,NA,481,16489
"7942","Suzuki",NA,NA,481,17689
"7943","Suzuki",NA,NA,481,16989
"7944","Suzuki",NA,NA,481,16089
"7945","Suzuki",NA,NA,481,16789
"7946","Suzuki",NA,NA,481,14489
"7947","Suzuki",NA,NA,481,15889
"7948","Suzuki",NA,NA,481,14989
"7949","Suzuki",NA,NA,481,15389
"7950","Subaru",NA,NA,640,33095
"7951","Subaru",NA,NA,640,25095
"7952","Subaru",NA,NA,640,24595
"7953","Subaru",NA,NA,640,28095
"7954","Subaru",NA,NA,640,30095
"7955","Subaru",NA,NA,640,22195
"7956","Subaru",NA,NA,640,28495
"7957","Subaru",NA,NA,640,23195
"7958","Subaru",NA,NA,640,28795
"7959","Subaru",NA,NA,640,25295
"7960","Subaru",NA,NA,640,23395
"7961","Subaru",NA,NA,640,29195
"7962","Subaru",NA,NA,640,22395
"7963","Subaru",NA,NA,640,33795
"7964","Subaru",NA,NA,640,25795
"7965","Subaru",NA,NA,640,30795
"7966","Subaru",NA,NA,640,34295
"7967","Subaru",NA,NA,640,25995
"7968","Subaru",NA,NA,640,29295
"7969","Subaru",NA,NA,640,25495
"7970","Subaru",NA,NA,640,29195
"7971","Subaru",NA,NA,640,31295
"7972","Subaru",NA,NA,640,23595
"7973","Subaru",NA,NA,640,22595
"7974","Kia",NA,NA,1720,19590
"7975","Kia",NA,NA,1720,19390
"7976","Kia",NA,NA,1720,18590
"7977","Kia",NA,NA,1720,20890
"7978","Kia",NA,NA,1720,21890
"7979","Kia",NA,NA,1720,17490
"7980","Kia",NA,NA,1720,15890
"7981","Kia",NA,NA,1720,19690
"7982","Kia",NA,NA,1720,20590
"7983","Kia",NA,NA,1720,21590
"7984","Kia",NA,NA,1720,20690
"7985","Kia",NA,NA,1720,15990
"7986","Kia",NA,NA,1720,21990
"7987","Kia",NA,NA,1720,21690
"7988","Kia",NA,NA,1720,18090
"7989","Kia",NA,NA,1720,20390
"7990","Kia",NA,NA,1720,19890
"7991","Kia",NA,NA,1720,17700
"7992","Kia",NA,NA,1720,20990
"7993","Kia",NA,NA,1720,19990
"7994","Kia",NA,NA,1720,17500
"7995","Kia",NA,NA,1720,19200
"7996","Kia",NA,NA,1720,21200
"7997","Kia",NA,NA,1720,16490
"7998","Kia",NA,NA,1720,18090
"7999","Kia",NA,NA,1720,25890
"8000","Kia",NA,NA,1720,23690
"8001","Kia",NA,NA,1720,21990
"8002","Volkswagen",NA,NA,873,2000
"8003","Volkswagen",NA,NA,873,2000
"8004","Volkswagen",NA,NA,873,2000
"8005","Volkswagen",NA,NA,873,2000
"8006","Volkswagen",NA,NA,873,2000
"8007","Volkswagen",NA,NA,873,2000
"8008","Volkswagen",NA,NA,873,2000
"8009","Scion",NA,NA,105,24700
"8010","Scion",NA,NA,105,28500
"8011","Scion",NA,NA,105,27400
"8012","Scion",NA,NA,105,25800
"8013","Scion",NA,NA,105,31090
"8014","Scion",NA,NA,105,26000
"8015","Scion",NA,NA,105,24900
"8016","Scion",NA,NA,105,29990
"8017","Scion",NA,NA,105,25305
"8018","Scion",NA,NA,105,30610
"8019","Scion",NA,NA,105,29510
"8020","Scion",NA,NA,105,26405
"8021","Land Rover",NA,NA,258,24975
"8022","Land Rover",NA,NA,258,26370
"8023","Land Rover",NA,NA,258,31575
"8024","Land Rover",NA,NA,258,27775
"8025","Land Rover",NA,NA,258,26330
"8026","Land Rover",NA,NA,258,28330
"8027","Land Rover",NA,NA,258,25330
"8028","Land Rover",NA,NA,258,26830
"8029","Land Rover",NA,NA,258,26830
"8030","Ford",NA,NA,5657,28030
"8031","Ford",NA,NA,5657,23930
"8032","Ford",NA,NA,5657,21630
"8033","Ford",NA,NA,5657,26530
"8034","Ford",NA,NA,5657,29030
"8035","Ford",NA,NA,5657,32755
"8036","Ford",NA,NA,5657,19650
"8037","Ford",NA,NA,5657,29575
"8038","Ford",NA,NA,5657,23655
"8039","Ford",NA,NA,5657,26615
"8040","Ford",NA,NA,5657,26665
"8041","Ford",NA,NA,5657,23705
"8042","Ford",NA,NA,5657,29575
"8043","Ford",NA,NA,5657,19700
"8044","Ford",NA,NA,5657,28440
"8045","Ford",NA,NA,5657,30440
"8046","Ford",NA,NA,5657,25040
"8047","Ford",NA,NA,5657,26840
"8048","Ford",NA,NA,5657,26440
"8049","Ford",NA,NA,5657,28240
"8050","Ford",NA,NA,5657,28355
"8051","Ford",NA,NA,5657,26505
"8052","Ford",NA,NA,5657,25105
"8053","Ford",NA,NA,5657,30580
"8054","Ford",NA,NA,5657,26955
"8055","Ford",NA,NA,5657,28530
"8056","Ford",NA,NA,5657,27770
"8057","Ford",NA,NA,5657,29205
"8058","Ford",NA,NA,5657,31055
"8059","Ford",NA,NA,5657,25920
"8060","Nissan",NA,NA,2009,32560
"8061","Nissan",NA,NA,2009,20660
"8062","Nissan",NA,NA,2009,25510
"8063","Nissan",NA,NA,2009,34010
"8064","Nissan",NA,NA,2009,31510
"8065","Nissan",NA,NA,2009,32560
"8066","Nissan",NA,NA,2009,25860
"8067","Nissan",NA,NA,2009,26450
"8068","Nissan",NA,NA,2009,23020
"8069","Nissan",NA,NA,2009,27240
"8070","Nissan",NA,NA,2009,17990
"8071","Nissan",NA,NA,2009,30550
"8072","Nissan",NA,NA,2009,24190
"8073","Nissan",NA,NA,2009,23750
"8074","Nissan",NA,NA,2009,28050
"8075","Nissan",NA,NA,2009,21970
"8076","Nissan",NA,NA,2009,31360
"8077","Nissan",NA,NA,2009,24540
"8078","Nissan",NA,NA,2009,25400
"8079","Nissan",NA,NA,2009,25350
"8080","Nissan",NA,NA,2009,23610
"8081","Nissan",NA,NA,2009,28560
"8082","Nissan",NA,NA,2009,26310
"8083","Nissan",NA,NA,2009,22700
"8084","Nissan",NA,NA,2009,35260
"8085","Nissan",NA,NA,2009,24630
"8086","Nissan",NA,NA,2009,27630
"8087","Nissan",NA,NA,2009,31750
"8088","Nissan",NA,NA,2009,26750
"8089","Nissan",NA,NA,2009,25840
"8090","Nissan",NA,NA,2009,32890
"8091","Nissan",NA,NA,2009,24050
"8092","Nissan",NA,NA,2009,31840
"8093","Nissan",NA,NA,2009,24960
"8094","Nissan",NA,NA,2009,26640
"8095","Nissan",NA,NA,2009,35590
"8096","Nissan",NA,NA,2009,23000
"8097","Nissan",NA,NA,2009,32080
"8098","Nissan",NA,NA,2009,34360
"8099","Nissan",NA,NA,2009,28380
"8100","Nissan",NA,NA,2009,25680
"8101","Nissan",NA,NA,2009,23940
"8102","Nissan",NA,NA,2009,24520
"8103","Nissan",NA,NA,2009,31690
"8104","Nissan",NA,NA,2009,28910
"8105","Nissan",NA,NA,2009,35610
"8106","Nissan",NA,NA,2009,18290
"8107","Nissan",NA,NA,2009,23230
"8108","Nissan",NA,NA,2009,34340
"8109","Nissan",NA,NA,2009,28890
"8110","Nissan",NA,NA,2009,31710
"8111","Nissan",NA,NA,2009,27960
"8112","Nissan",NA,NA,2009,20960
"8113","Nissan",NA,NA,2009,22180
"8114","Nissan",NA,NA,2009,25750
"8115","Nissan",NA,NA,2009,32340
"8116","Nissan",NA,NA,2009,27320
"8117","Nissan",NA,NA,2009,26470
"8118","Nissan",NA,NA,2009,27650
"8119","Nissan",NA,NA,2009,29170
"8120","Nissan",NA,NA,2009,18390
"8121","Nissan",NA,NA,2009,22160
"8122","Nissan",NA,NA,2009,24950
"8123","Nissan",NA,NA,2009,26630
"8124","Nissan",NA,NA,2009,33390
"8125","Nissan",NA,NA,2009,35160
"8126","Nissan",NA,NA,2009,28750
"8127","Nissan",NA,NA,2009,23910
"8128","Nissan",NA,NA,2009,32580
"8129","Nissan",NA,NA,2009,29700
"8130","Nissan",NA,NA,2009,36410
"8131","Nissan",NA,NA,2009,25200
"8132","Nissan",NA,NA,2009,23900
"8133","Nissan",NA,NA,2009,24620
"8134","Nissan",NA,NA,2009,32510
"8135","Nissan",NA,NA,2009,22860
"8136","Ford",NA,NA,5657,27380
"8137","Ford",NA,NA,5657,26575
"8138","Ford",NA,NA,5657,32330
"8139","Ford",NA,NA,5657,31430
"8140","Ford",NA,NA,5657,26480
"8141","Ford",NA,NA,5657,25675
"8142","Ford",NA,NA,5657,37020
"8143","Ford",NA,NA,5657,31010
"8144","Ford",NA,NA,5657,25675
"8145","Ford",NA,NA,5657,26480
"8146","Ford",NA,NA,5657,27830
"8147","Ford",NA,NA,5657,32780
"8148","Ford",NA,NA,5657,24035
"8149","Ford",NA,NA,5657,30780
"8150","Ford",NA,NA,5657,22500
"8151","Ford",NA,NA,5657,31270
"8152","Ford",NA,NA,5657,22750
"8153","Ford",NA,NA,5657,24320
"8154","Ford",NA,NA,5657,33270
"8155","Ford",NA,NA,5657,28115
"8156","Ford",NA,NA,5657,30610
"8157","Ford",NA,NA,5657,27405
"8158","Ford",NA,NA,5657,32610
"8159","Ford",NA,NA,5657,22610
"8160","Ford",NA,NA,5657,23610
"8161","Ford",NA,NA,5657,36620
"8162","Ford",NA,NA,5657,38620
"8163","Infiniti",NA,NA,190,39550
"8164","Infiniti",NA,NA,190,38050
"8165","Infiniti",NA,NA,190,42150
"8166","Infiniti",NA,NA,190,43600
"8167","Infiniti",NA,NA,190,42850
"8168","Infiniti",NA,NA,190,44300
"8169","Infiniti",NA,NA,190,49750
"8170","Infiniti",NA,NA,190,49850
"8171","Infiniti",NA,NA,190,50100
"8172","Infiniti",NA,NA,190,58400
"8173","Infiniti",NA,NA,190,59000
"8174","Infiniti",NA,NA,190,44050
"8175","Infiniti",NA,NA,190,42600
"8176","Infiniti",NA,NA,190,57600
"8177","Infiniti",NA,NA,190,43700
"8178","Infiniti",NA,NA,190,59800
"8179","Infiniti",NA,NA,190,52000
"8180","Infiniti",NA,NA,190,45150
"8181","Infiniti",NA,NA,190,53400
"8182","Infiniti",NA,NA,190,44950
"8183","Infiniti",NA,NA,190,61500
"8184","Infiniti",NA,NA,190,46400
"8185","Infiniti",NA,NA,190,50200
"8186","Infiniti",NA,NA,190,45750
"8187","Infiniti",NA,NA,190,58000
"8188","Infiniti",NA,NA,190,51300
"8189","Infiniti",NA,NA,190,46650
"8190","Infiniti",NA,NA,190,61450
"8191","Infiniti",NA,NA,190,47900
"8192","Infiniti",NA,NA,190,52750
"8193","Infiniti",NA,NA,190,38600
"8194","Infiniti",NA,NA,190,43350
"8195","Infiniti",NA,NA,190,48900
"8196","Infiniti",NA,NA,190,40250
"8197","Infiniti",NA,NA,190,50800
"8198","Infiniti",NA,NA,190,37150
"8199","Infiniti",NA,NA,190,51700
"8200","Infiniti",NA,NA,190,37800
"8201","Infiniti",NA,NA,190,49800
"8202","Infiniti",NA,NA,190,40900
"8203","Infiniti",NA,NA,190,39250
"8204","Infiniti",NA,NA,190,44200
"8205","Infiniti",NA,NA,190,45500
"8206","Infiniti",NA,NA,190,42050
"8207","Infiniti",NA,NA,190,40400
"8208","Infiniti",NA,NA,190,53100
"8209","Infiniti",NA,NA,190,51200
"8210","Infiniti",NA,NA,190,41550
"8211","Infiniti",NA,NA,190,44150
"8212","Infiniti",NA,NA,190,39950
"8213","Infiniti",NA,NA,190,35800
"8214","Infiniti",NA,NA,190,37400
"8215","Infiniti",NA,NA,190,32000
"8216","Infiniti",NA,NA,190,40200
"8217","Infiniti",NA,NA,190,35000
"8218","Infiniti",NA,NA,190,33400
"8219","Infiniti",NA,NA,190,44750
"8220","Infiniti",NA,NA,190,41500
"8221","Infiniti",NA,NA,190,36900
"8222","Infiniti",NA,NA,190,33100
"8223","Infiniti",NA,NA,190,38500
"8224","Infiniti",NA,NA,190,41850
"8225","Infiniti",NA,NA,190,46050
"8226","Infiniti",NA,NA,190,45450
"8227","Infiniti",NA,NA,190,36100
"8228","Infiniti",NA,NA,190,40250
"8229","Infiniti",NA,NA,190,34500
"8230","Infiniti",NA,NA,190,37150
"8231","Infiniti",NA,NA,190,34550
"8232","Infiniti",NA,NA,190,32950
"8233","Infiniti",NA,NA,190,2251
"8234","Infiniti",NA,NA,190,2449
"8235","Infiniti",NA,NA,190,22195
"8236","Infiniti",NA,NA,190,21395
"8237","Infiniti",NA,NA,190,24895
"8238","Infiniti",NA,NA,190,24095
"8239","Infiniti",NA,NA,190,22195
"8240","Infiniti",NA,NA,190,21395
"8241","Infiniti",NA,NA,190,33250
"8242","Infiniti",NA,NA,190,33800
"8243","Infiniti",NA,NA,190,33200
"8244","Infiniti",NA,NA,190,31450
"8245","Infiniti",NA,NA,190,31200
"8246","Infiniti",NA,NA,190,33450
"8247","Infiniti",NA,NA,190,33450
"8248","Infiniti",NA,NA,190,33950
"8249","Infiniti",NA,NA,190,34050
"8250","Infiniti",NA,NA,190,31900
"8251","Infiniti",NA,NA,190,31450
"8252","Infiniti",NA,NA,190,32250
"8253","Infiniti",NA,NA,190,32250
"8254","Infiniti",NA,NA,190,34750
"8255","Infiniti",NA,NA,190,32700
"8256","Infiniti",NA,NA,190,33050
"8257","Infiniti",NA,NA,190,46950
"8258","Infiniti",NA,NA,190,54900
"8259","Infiniti",NA,NA,190,44350
"8260","Infiniti",NA,NA,190,37500
"8261","Infiniti",NA,NA,190,36050
"8262","Infiniti",NA,NA,190,39150
"8263","Infiniti",NA,NA,190,50550
"8264","Infiniti",NA,NA,190,40400
"8265","Infiniti",NA,NA,190,43350
"8266","Infiniti",NA,NA,190,33250
"8267","Infiniti",NA,NA,190,36050
"8268","Infiniti",NA,NA,190,43550
"8269","Infiniti",NA,NA,190,37000
"8270","Infiniti",NA,NA,190,34450
"8271","Infiniti",NA,NA,190,35650
"8272","Infiniti",NA,NA,190,36200
"8273","Infiniti",NA,NA,190,34900
"8274","Infiniti",NA,NA,190,33700
"8275","Infiniti",NA,NA,190,33250
"8276","Infiniti",NA,NA,190,34250
"8277","Infiniti",NA,NA,190,43850
"8278","Infiniti",NA,NA,190,35750
"8279","Infiniti",NA,NA,190,38700
"8280","Infiniti",NA,NA,190,37000
"8281","Infiniti",NA,NA,190,35900
"8282","Infiniti",NA,NA,190,43900
"8283","Infiniti",NA,NA,190,36650
"8284","Pontiac",NA,NA,210,14335
"8285","Pontiac",NA,NA,210,14775
"8286","Pontiac",NA,NA,210,18425
"8287","Pontiac",NA,NA,210,19850
"8288","Pontiac",NA,NA,210,15675
"8289","Pontiac",NA,NA,210,16980
"8290","Pontiac",NA,NA,210,20280
"8291","Pontiac",NA,NA,210,30210
"8292","Pontiac",NA,NA,210,26755
"8293","Pontiac",NA,NA,210,23100
"8294","Pontiac",NA,NA,210,26960
"8295","Pontiac",NA,NA,210,18765
"8296","Pontiac",NA,NA,210,20290
"8297","Pontiac",NA,NA,210,23100
"8298","Pontiac",NA,NA,210,28580
"8299","Pontiac",NA,NA,210,19275
"8300","Pontiac",NA,NA,210,24180
"8301","Pontiac",NA,NA,210,28960
"8302","Pontiac",NA,NA,210,24710
"8303","Pontiac",NA,NA,210,22220
"8304","Pontiac",NA,NA,210,32300
"8305","Pontiac",NA,NA,210,20490
"8306","Pontiac",NA,NA,210,21165
"8307","Pontiac",NA,NA,210,29060
"8308","Pontiac",NA,NA,210,24080
"8309","Pontiac",NA,NA,210,28480
"8310","Pontiac",NA,NA,210,24610
"8311","Pontiac",NA,NA,210,31870
"8312","Pontiac",NA,NA,210,21275
"8313","Genesis",NA,NA,21,41400
"8314","Genesis",NA,NA,21,54550
"8315","Genesis",NA,NA,21,43900
"8316","Pontiac",NA,NA,210,29310
"8317","Pontiac",NA,NA,210,26910
"8318","Pontiac",NA,NA,210,31755
"8319","Pontiac",NA,NA,210,28250
"8320","Pontiac",NA,NA,210,37610
"8321","Mitsubishi",NA,NA,436,21599
"8322","Mitsubishi",NA,NA,436,23999
"8323","Mitsubishi",NA,NA,436,21599
"8324","Mitsubishi",NA,NA,436,23999
"8325","Mitsubishi",NA,NA,436,21899
"8326","Mitsubishi",NA,NA,436,24299
"8327","Lamborghini",NA,NA,1158,248000
"8328","Lamborghini",NA,NA,1158,225400
"8329","Lamborghini",NA,NA,1158,187900
"8330","Lamborghini",NA,NA,1158,237600
"8331","Lamborghini",NA,NA,1158,191900
"8332","Lamborghini",NA,NA,1158,202000
"8333","Lamborghini",NA,NA,1158,202000
"8334","Lamborghini",NA,NA,1158,225400
"8335","Lamborghini",NA,NA,1158,248000
"8336","Lamborghini",NA,NA,1158,191900
"8337","Lamborghini",NA,NA,1158,237600
"8338","Lamborghini",NA,NA,1158,209500
"8339","Lamborghini",NA,NA,1158,209500
"8340","Lamborghini",NA,NA,1158,191900
"8341","Lamborghini",NA,NA,1158,251600
"8342","Lamborghini",NA,NA,1158,191900
"8343","Lamborghini",NA,NA,1158,198900
"8344","Lamborghini",NA,NA,1158,256300
"8345","Lamborghini",NA,NA,1158,202000
"8346","Lamborghini",NA,NA,1158,241200
"8347","Lamborghini",NA,NA,1158,251600
"8348","Lamborghini",NA,NA,1158,241200
"8349","Lamborghini",NA,NA,1158,202000
"8350","Lamborghini",NA,NA,1158,225400
"8351","Lamborghini",NA,NA,1158,225400
"8352","Hyundai",NA,NA,1439,29350
"8353","Hyundai",NA,NA,1439,32150
"8354","Hyundai",NA,NA,1439,26350
"8355","Hyundai",NA,NA,1439,32150
"8356","Hyundai",NA,NA,1439,34600
"8357","Hyundai",NA,NA,1439,29300
"8358","Hyundai",NA,NA,1439,33400
"8359","Hyundai",NA,NA,1439,27200
"8360","Hyundai",NA,NA,1439,27950
"8361","Hyundai",NA,NA,1439,26750
"8362","Hyundai",NA,NA,1439,34600
"8363","Hyundai",NA,NA,1439,33400
"8364","Hyundai",NA,NA,1439,29500
"8365","Hyundai",NA,NA,1439,26950
"8366","Hyundai",NA,NA,1439,34950
"8367","Hyundai",NA,NA,1439,28150
"8368","Hyundai",NA,NA,1439,29900
"8369","Hyundai",NA,NA,1439,33750
"8370","Hyundai",NA,NA,1439,35200
"8371","Hyundai",NA,NA,1439,47400
"8372","Hyundai",NA,NA,1439,51500
"8373","Hyundai",NA,NA,1439,38000
"8374","Hyundai",NA,NA,1439,40500
"8375","Hyundai",NA,NA,1439,41250
"8376","Hyundai",NA,NA,1439,38750
"8377","Hyundai",NA,NA,1439,53850
"8378","Maserati",NA,NA,238,77900
"8379","Maserati",NA,NA,238,69800
"8380","Maserati",NA,NA,238,76050
"8381","Maserati",NA,NA,238,70600
"8382","Maserati",NA,NA,238,78550
"8383","Maserati",NA,NA,238,77200
"8384","Maserati",NA,NA,238,79700
"8385","Maserati",NA,NA,238,71600
"8386","Rolls-Royce",NA,NA,86,286750
"8387","Rolls-Royce",NA,NA,86,319400
"8388","Rolls-Royce",NA,NA,86,295850
"8389","Rolls-Royce",NA,NA,86,329325
"8390","Rolls-Royce",NA,NA,86,250000
"8391","Rolls-Royce",NA,NA,86,290000
"8392","Rolls-Royce",NA,NA,86,296000
"8393","Rolls-Royce",NA,NA,86,256650
"8394","Rolls-Royce",NA,NA,86,263200
"8395","Rolls-Royce",NA,NA,86,303300
"8396","Volkswagen",NA,NA,873,25375
"8397","Volkswagen",NA,NA,873,25375
"8398","Volkswagen",NA,NA,873,24300
"8399","Volkswagen",NA,NA,873,24300
"8400","Volkswagen",NA,NA,873,24300
"8401","Volkswagen",NA,NA,873,25375
"8402","Volkswagen",NA,NA,873,24770
"8403","Volkswagen",NA,NA,873,24770
"8404","Volkswagen",NA,NA,873,25870
"8405","Volkswagen",NA,NA,873,25870
"8406","Volkswagen",NA,NA,873,26895
"8407","Volkswagen",NA,NA,873,25795
"8408","Volkswagen",NA,NA,873,26695
"8409","Volkswagen",NA,NA,873,24845
"8410","Volkswagen",NA,NA,873,26895
"8411","Volkswagen",NA,NA,873,25795
"8412","Volkswagen",NA,NA,873,27795
"8413","Volkswagen",NA,NA,873,24845
"8414","Volkswagen",NA,NA,873,27795
"8415","Volkswagen",NA,NA,873,26695
"8416","Volkswagen",NA,NA,873,23745
"8417","Volkswagen",NA,NA,873,23745
"8418","Volkswagen",NA,NA,873,26950
"8419","Volkswagen",NA,NA,873,32890
"8420","Volkswagen",NA,NA,873,30530
"8421","Volkswagen",NA,NA,873,25850
"8422","Volkswagen",NA,NA,873,29430
"8423","Volkswagen",NA,NA,873,29280
"8424","Volkswagen",NA,NA,873,32640
"8425","Volkswagen",NA,NA,873,24785
"8426","Volkswagen",NA,NA,873,28885
"8427","Volkswagen",NA,NA,873,26280
"8428","Volkswagen",NA,NA,873,25885
"8429","Volkswagen",NA,NA,873,30380
"8430","Volkswagen",NA,NA,873,29880
"8431","Volkswagen",NA,NA,873,27380
"8432","Volkswagen",NA,NA,873,30980
"8433","Volkswagen",NA,NA,873,27980
"8434","Volkswagen",NA,NA,873,29485
"8435","Volkswagen",NA,NA,873,31540
"8436","Volkswagen",NA,NA,873,25385
"8437","Volkswagen",NA,NA,873,30045
"8438","Volkswagen",NA,NA,873,26880
"8439","Volkswagen",NA,NA,873,31145
"8440","Volkswagen",NA,NA,873,27785
"8441","Volkswagen",NA,NA,873,26485
"8442","Volkswagen",NA,NA,873,28385
"8443","Volkswagen",NA,NA,873,30620
"8444","Volkswagen",NA,NA,873,26095
"8445","Volkswagen",NA,NA,873,25595
"8446","Volkswagen",NA,NA,873,29125
